Date,Time,Open,High,Low,Close,TickVolume,Volume,Spread,datetime,Target_Close
2025.05.15,02:00:00,3182.71,3187.26,3181.22,3186.1,2690,0,7,2025-05-15 02:00:00,3187.79
2025.05.15,03:00:00,3186.04,3187.91,3180.2,3187.79,5439,0,7,2025-05-15 03:00:00,3172.42
2025.05.15,04:00:00,3187.78,3192.6,3171.37,3172.42,9165,0,7,2025-05-15 04:00:00,3154.3
2025.05.15,05:00:00,3172.43,3175.59,3150.3,3154.3,9712,0,7,2025-05-15 05:00:00,3150.67
2025.05.15,06:00:00,3154.3,3157.1,3148.39,3150.67,6922,0,7,2025-05-15 06:00:00,3138.53
2025.05.15,07:00:00,3150.52,3152.66,3135.62,3138.53,6338,0,7,2025-05-15 07:00:00,3128.99
2025.05.15,08:00:00,3138.63,3143.06,3123.59,3128.99,8389,0,7,2025-05-15 08:00:00,3149.85
2025.05.15,09:00:00,3129.03,3153.95,3120.57,3149.85,13123,0,5,2025-05-15 09:00:00,3142.33
2025.05.15,10:00:00,3149.85,3152.04,3130.72,3142.33,11410,0,5,2025-05-15 10:00:00,3162.6
2025.05.15,11:00:00,3142.33,3164.26,3139.15,3162.6,9938,0,5,2025-05-15 11:00:00,3165.33
2025.05.15,12:00:00,3162.6,3171.73,3159.34,3165.33,9152,0,5,2025-05-15 12:00:00,3178.36
2025.05.15,13:00:00,3165.33,3179.11,3164.16,3178.36,8120,0,5,2025-05-15 13:00:00,3179.18
2025.05.15,14:00:00,3178.34,3180.21,3172.55,3179.18,7838,0,5,2025-05-15 14:00:00,3188.89
2025.05.15,15:00:00,3179.16,3189.88,3177.52,3188.89,11062,0,5,2025-05-15 15:00:00,3192.22
2025.05.15,16:00:00,3188.88,3199.76,3185.26,3192.22,14122,0,5,2025-05-15 16:00:00,3205.38
2025.05.15,17:00:00,3192.16,3207.11,3190.54,3205.38,13212,0,5,2025-05-15 17:00:00,3219.84
2025.05.15,18:00:00,3205.39,3220.17,3204.71,3219.84,10255,0,5,2025-05-15 18:00:00,3222.48
2025.05.15,19:00:00,3219.84,3222.69,3215.93,3222.48,6873,0,5,2025-05-15 19:00:00,3221.21
2025.05.15,20:00:00,3222.48,3229.14,3216.48,3221.21,7205,0,7,2025-05-15 20:00:00,3223.32
2025.05.15,21:00:00,3221.29,3225.98,3219.85,3223.32,5761,0,7,2025-05-15 21:00:00,3232.0
2025.05.15,22:00:00,3223.42,3232.73,3222.38,3232.0,6072,0,7,2025-05-15 22:00:00,3239.64
2025.05.15,23:00:00,3232.0,3240.5,3231.13,3239.64,3627,0,7,2025-05-15 23:00:00,3251.24
2025.05.16,01:00:00,3240.3,3252.23,3236.99,3251.24,4626,0,7,2025-05-16 01:00:00,3237.17
2025.05.16,02:00:00,3251.24,3251.3,3236.62,3237.17,5653,0,7,2025-05-16 02:00:00,3243.18
2025.05.16,03:00:00,3237.19,3243.99,3232.06,3243.18,7727,0,7,2025-05-16 03:00:00,3222.38
2025.05.16,04:00:00,3243.18,3244.51,3215.13,3222.38,10366,0,7,2025-05-16 04:00:00,3215.51
2025.05.16,05:00:00,3222.32,3227.56,3212.94,3215.51,7639,0,7,2025-05-16 05:00:00,3211.94
2025.05.16,06:00:00,3215.52,3217.47,3206.52,3211.94,7684,0,7,2025-05-16 06:00:00,3219.63
2025.05.16,07:00:00,3211.76,3222.53,3211.76,3219.63,5240,0,7,2025-05-16 07:00:00,3218.64
2025.05.16,08:00:00,3219.58,3222.29,3211.93,3218.64,6408,0,7,2025-05-16 08:00:00,3214.89
2025.05.16,09:00:00,3218.59,3231.29,3212.85,3214.89,9472,0,5,2025-05-16 09:00:00,3207.67
2025.05.16,10:00:00,3214.91,3218.03,3205.46,3207.67,9283,0,5,2025-05-16 10:00:00,3207.43
2025.05.16,11:00:00,3207.59,3209.28,3195.6,3207.43,8426,0,5,2025-05-16 11:00:00,3209.26
2025.05.16,12:00:00,3207.27,3212.92,3203.74,3209.26,7577,0,5,2025-05-16 12:00:00,3175.86
2025.05.16,13:00:00,3209.27,3211.05,3169.1,3175.86,10205,0,5,2025-05-16 13:00:00,3163.16
2025.05.16,14:00:00,3176.07,3179.26,3154.3,3163.16,10365,0,5,2025-05-16 14:00:00,3177.49
2025.05.16,15:00:00,3163.23,3182.17,3154.98,3177.49,12060,0,5,2025-05-16 15:00:00,3180.96
2025.05.16,16:00:00,3177.7,3186.63,3169.58,3180.96,13119,0,5,2025-05-16 16:00:00,3173.34
2025.05.16,17:00:00,3181.01,3187.95,3166.0,3173.34,12354,0,5,2025-05-16 17:00:00,3183.58
2025.05.16,18:00:00,3173.34,3185.17,3172.81,3183.58,8428,0,5,2025-05-16 18:00:00,3189.37
2025.05.16,19:00:00,3183.58,3189.79,3180.57,3189.37,6939,0,5,2025-05-16 19:00:00,3189.47
2025.05.16,20:00:00,3189.37,3192.21,3183.46,3189.47,6071,0,7,2025-05-16 20:00:00,3187.49
2025.05.16,21:00:00,3189.59,3191.17,3184.89,3187.49,4237,0,7,2025-05-16 21:00:00,3192.64
2025.05.16,22:00:00,3187.57,3195.77,3187.56,3192.64,4713,0,7,2025-05-16 22:00:00,3201.0
2025.05.16,23:00:00,3192.62,3202.8,3192.22,3201.0,3921,0,7,2025-05-16 23:00:00,3239.03
2025.05.19,01:00:00,3219.99,3240.7,3206.42,3239.03,7050,0,8,2025-05-19 01:00:00,3234.97
2025.05.19,02:00:00,3239.03,3245.26,3226.72,3234.97,5638,0,7,2025-05-19 02:00:00,3246.49
2025.05.19,03:00:00,3235.28,3249.79,3233.6,3246.49,7060,0,7,2025-05-19 03:00:00,3218.49
2025.05.19,04:00:00,3246.4,3246.64,3214.61,3218.49,10555,0,7,2025-05-19 04:00:00,3228.53
2025.05.19,05:00:00,3218.49,3230.11,3217.31,3228.53,7097,0,7,2025-05-19 05:00:00,3212.22
2025.05.19,06:00:00,3228.66,3230.56,3208.14,3212.22,5394,0,7,2025-05-19 06:00:00,3215.9
2025.05.19,07:00:00,3212.22,3218.14,3206.7,3215.9,4232,0,7,2025-05-19 07:00:00,3224.01
2025.05.19,08:00:00,3215.95,3224.36,3215.03,3224.01,5325,0,7,2025-05-19 08:00:00,3224.21
2025.05.19,09:00:00,3224.12,3231.66,3220.27,3224.21,8952,0,5,2025-05-19 09:00:00,3232.42
2025.05.19,10:00:00,3224.28,3234.55,3224.12,3232.42,8605,0,5,2025-05-19 10:00:00,3244.49
2025.05.19,11:00:00,3232.41,3244.9,3230.02,3244.49,7294,0,5,2025-05-19 11:00:00,3242.02
2025.05.19,12:00:00,3244.65,3247.62,3233.65,3242.02,7132,0,5,2025-05-19 12:00:00,3241.8
2025.05.19,13:00:00,3242.03,3245.3,3234.1,3241.8,5452,0,5,2025-05-19 13:00:00,3243.81
2025.05.19,14:00:00,3241.8,3248.52,3239.16,3243.81,5648,0,5,2025-05-19 14:00:00,3229.42
2025.05.19,15:00:00,3243.81,3244.48,3228.97,3229.42,8831,0,5,2025-05-19 15:00:00,3230.09
2025.05.19,16:00:00,3229.43,3241.6,3224.69,3230.09,12652,0,5,2025-05-19 16:00:00,3233.95
2025.05.19,17:00:00,3230.09,3236.12,3217.08,3233.95,11677,0,5,2025-05-19 17:00:00,3231.64
2025.05.19,18:00:00,3233.95,3239.96,3229.58,3231.64,8142,0,5,2025-05-19 18:00:00,3231.84
2025.05.19,19:00:00,3231.72,3234.2,3228.17,3231.84,6386,0,7,2025-05-19 19:00:00,3226.45
2025.05.19,20:00:00,3231.79,3233.25,3225.58,3226.45,6294,0,7,2025-05-19 20:00:00,3233.5
2025.05.19,21:00:00,3226.42,3235.14,3225.38,3233.5,4942,0,7,2025-05-19 21:00:00,3233.1
2025.05.19,22:00:00,3233.5,3235.86,3231.65,3233.1,3462,0,7,2025-05-19 22:00:00,3230.12
